Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Amoebiasis	5/102	4.9120661950872667E-5	3.9296529560698133E-4	0	0	13.998728993080073	138.88462121924852	CXCL8;IL1R2;IL1B;FN1;LAMC2
Toll-like receptor signaling pathway	5/104	5.3906306189037905E-5	4.042972964177843E-4	0	0	13.714542687145427	134.79013367392403	CXCL10;CXCL9;CXCL8;IL1B;IRF7
Cytosolic DNA-sensing pathway	4/63	1.0706979934526286E-4	7.557868189077378E-4	0	0	18.1978928080623	166.36567481534945	ZBP1;CXCL10;IL1B;IRF7
Herpes simplex virus 1 infection	9/498	1.3597686850035624E-4	8.973546781847822E-4	0	0	5.1835156041611095	46.14897300952517	C3;ZFP57;IL1B;HLA-B;IRF7;HLA-DRA;HLA-A;HLA-F;HLA-G
Viral carcinogenesis	6/203	1.4208115737925718E-4	8.973546781847822E-4	0	0	8.343908629441625	73.91962217393343	C3;HLA-B;IRF7;HLA-A;HLA-F;HLA-G
RIG-I-like receptor signaling pathway	4/70	1.6144327501322285E-4	9.686596500793371E-4	0	0	16.26208026208026	141.9900237011987	CXCL10;CXCL8;IRF7;ISG15
Human T-cell leukemia virus 1 infection	6/219	2.1441013998715707E-4	0.0012252007999266118	0	0	7.710876369327074	65.13855216406924	IL1R2;HLA-B;HLA-DRA;HLA-A;HLA-F;HLA-G
Human cytomegalovirus infection	6/225	2.4801213162664376E-4	0.0013527934452362386	0	0	7.4973363774733635	62.24313323176132	CXCL8;IL1B;HLA-B;HLA-A;HLA-F;HLA-G
Rheumatoid arthritis	4/93	4.804269145978951E-4	0.0025065752065977134	0	0	12.045551169146675	92.03807431496892	CXCL8;CCL20;IL1B;HLA-DRA
Influenza A	5/172	5.644508166844838E-4	0.002822254083422419	0	0	8.102288573537855	60.60234191944071	CXCL10;CXCL8;IL1B;IRF7;HLA-DRA
AGE-RAGE signaling pathway in diabetic complications	4/100	6.320694999065338E-4	0.0029172438457224633	0	0	11.163288288288289	82.23448822300136	CXCL8;IL1B;SERPINE1;FN1
Viral protein interaction with cytokine and cytokine receptor	4/100	6.320694999065338E-4	0.0029172438457224633	0	0	11.163288288288289	82.23448822300136	CXCL10;CXCL9;CXCL8;CCL20
Chagas disease	4/102	6.80981161993748E-4	0.003026582942194436	0	0	10.934362934362934	79.7331111574254	C3;CXCL8;IL1B;SERPINE1
TNF signaling pathway	4/112	9.664474530197173E-4	0.004141917655798788	0	0	9.916916916916916	68.842083196818	CXCL10;CCL20;IL1B;LIF
Legionellosis	3/57	0.001434966538186535	0.005937792571806352	0	0	14.717037037037038	96.3467570020746	C3;CXCL8;IL1B
Coronavirus disease	5/232	0.002135323609494443	0.008541294437977772	0	0	5.942610584756502	36.54192704080977	C3;CXCL10;CXCL8;IL1B;ISG15
Pertussis	3/76	0.0032696793146139154	0.012656823153344189	0	0	10.876164383561644	62.24497796581379	C3;CXCL8;IL1B
Leishmaniasis	3/77	0.003392771629196933	0.012722893609488499	0	0	10.72864864864865	61.00425600352594	C3;IL1B;HLA-DRA
Complement and coagulation cascades	3/85	0.004480185915123631	0.016291585145904112	0	0	9.678048780487805	52.33976593784133	C3;SERPINE1;PLAUR
NOD-like receptor signaling pathway	4/181	0.005499573092822731	0.01941025797466846	0	0	6.0299282333180635	31.37422799160292	GBP5;CXCL8;IL1B;IRF7
Transcriptional misregulation in cancer	4/192	0.006756587314408027	0.022194282380928423	0	0	5.673950546290972	28.35407760075105	CXCL8;NR4A3;BCL2A1;IL1R2
Chemokine signaling pathway	4/192	0.006756587314408027	0.022194282380928423	0	0	5.673950546290972	28.35407760075105	CXCL10;CXCL9;CXCL8;CCL20
Hematopoietic cell lineage	3/99	0.006843237067452931	0.022194282380928423	0	0	8.260833333333334	41.17607752090754	IL1R2;IL1B;HLA-DRA
NF-kappa B signaling pathway	3/104	0.007835670351746982	0.02474422216341152	0	0	7.84990099009901	38.06471035269479	CXCL8;BCL2A1;IL1B
Human immunodeficiency virus 1 infection	4/212	0.009503410391796375	0.029241262743988847	0	0	5.123180873180873	23.854065805784952	HLA-B;HLA-A;HLA-F;HLA-G
Bladder cancer	2/41	0.011158871092757506	0.03347661327827252	0	0	13.416329284750338	60.313383115774556	CXCL8;TYMP
Natural killer cell mediated cytotoxicity	3/131	0.014620814114499475	0.04279262667658383	0	0	6.185625	26.13617785668724	HLA-B;HLA-A;HLA-G
Malaria	2/50	0.0162985561731684	0.04594993437839978	0	0	10.895833333333334	44.85464558420347	CXCL8;IL1B
Yersinia infection	3/137	0.01646539315225992	0.04594993437839978	0	0	5.906865671641791	24.256511306470134	CXCL8;IL1B;FN1
Endocytosis	4/252	0.016971025347129867	0.04628461458308145	0	0	4.288142981691369	17.47953331115151	HLA-B;HLA-A;HLA-F;HLA-G
Necroptosis	3/159	0.024301850225523683	0.06480493393472982	0	0	5.068205128205128	18.839546245725813	ZBP1;FTH1;IL1B
Inflammatory bowel disease	2/65	0.026657011158275536	0.06954002910854488	0	0	8.2953216374269	30.068077889671056	IL1B;HLA-DRA
Tuberculosis	3/180	0.03336013832830645	0.08517482126376115	0	0	4.462146892655367	15.17305553510678	C3;IL1B;HLA-DRA
ECM-receptor interaction	2/88	0.04633633151707164	0.1158408287926791	0	0	6.069767441860465	18.64528721178171	FN1;LAMC2
Small cell lung cancer	2/92	0.05017112169470822	0.12258464054699185	0	0	5.798830409356725	17.351931176155063	FN1;LAMC2
Lipid and atherosclerosis	3/215	0.05181476486383073	0.12258464054699185	0	0	3.718867924528302	11.008147065669311	CXCL8;IL1B;IRF7
TGF-beta signaling pathway	2/94	0.05213024918678023	0.12258464054699185	0	0	5.672196796338673	16.75572549175859	NOG;INHBA
Staphylococcus aureus infection	2/95	0.053120010903696474	0.12258464054699185	0	0	5.61092246745897	16.469188427490202	C3;HLA-DRA
Th17 cell differentiation	2/107	0.06550199089733516	0.14830639448453242	0	0	4.966666666666667	13.537517882404368	IL1B;HLA-DRA
Toxoplasmosis	2/112	0.07092007741199031	0.155967976172676	0	0	4.739712918660287	12.542236412432873	HLA-DRA;LAMC2
Shigellosis	3/246	0.0714853224124765	0.155967976172676	0	0	3.239341563786008	8.546235417422942	C3;CXCL8;IL1B
One carbon pool by folate	1/20	0.07521075177068094	0.16116589665145917	0	0	13.604237867395762	35.20043603994484	MTHFD2
Systemic lupus erythematosus	2/135	0.09754971404509401	0.20536781904230317	0	0	3.9155124653739612	9.112936864357827	C3;HLA-DRA
Fluid shear stress and atherosclerosis	2/139	0.10243514071635858	0.20834265908411914	0	0	3.800422589320015	8.659359606437711	IL1R2;IL1B
Measles	2/139	0.10243514071635858	0.20834265908411914	0	0	3.800422589320015	8.659359606437711	IL1B;IRF7
Signaling pathways regulating pluripotency of stem cells	2/143	0.10738720647416483	0.211397124129839	0	0	3.6918626353116837	8.237705612535873	LIF;INHBA
MAPK signaling pathway	3/294	0.10746020476600149	0.211397124129839	0	0	2.698419243986254	6.0191875688726375	DUSP5;RASGRF2;IL1B
Asthma	1/31	0.11416724371228316	0.22096885879796743	0	0	8.611255411255412	18.687206622741385	HLA-DRA
Non-alcoholic fatty liver disease	2/155	0.1226118837347784	0.2335464452091017	0	0	3.4002407980736153	7.136191889826153	CXCL8;IL1B
Hepatitis C	2/157	0.12519909392170567	0.23474830110319814	0	0	3.356027164685908	6.973321236743019	CXCL10;IRF7
Hepatitis B	2/162	0.13172427383002452	0.2431832747631222	0	0	3.250328947368421	6.588561011855563	CXCL8;IRF7
African trypanosomiasis	1/37	0.1347287487922272	0.2449613614404131	0	0	7.173881673881674	14.379986917991172	IL1B
Ferroptosis	1/41	0.1481739312682976	0.2653861455551599	0	0	6.455194805194806	12.32534551889967	FTH1
Pathways in cancer	4/531	0.15318080839578466	0.27031907363962	0	0	1.9893327862967332	3.7322594553213477	CXCL8;FN1;LAMC2;GLI1
Axon guidance	2/182	0.15854524395278452	0.2757308590483209	0	0	2.8862573099415205	5.315664177008141	L1CAM;RND1
ABC transporters	1/45	0.16141283090868078	0.276707710129167	0	0	5.867178276269185	10.700501237044435	ABCA12
Intestinal immune network for IgA production	1/48	0.17120851375584742	0.289366502122559	0	0	5.49184857695496	9.692415749307926	HLA-DRA
Ether lipid metabolism	1/49	0.17444857199702626	0.2907476199950438	0	0	5.3771645021645025	9.389202964039915	PLA2G7
Pathogenic Escherichia coli infection	2/197	0.17927747581925374	0.29470269997685544	0	0	2.66221322537112	4.575866744697604	CXCL8;IL1B
Focal adhesion	2/201	0.18487699208079744	0.29980052769859045	0	0	2.608172441153134	4.402763523548231	FN1;LAMC2
Proteoglycans in cancer	2/205	0.19050214224811632	0.30480342759698614	0	0	2.556261343012704	4.238516071409325	PLAUR;FN1
Hedgehog signaling pathway	1/56	0.19678149956109603	0.30667246684846133	0	0	4.691145218417946	7.626213258084189	GLI1
Pyrimidine metabolism	1/56	0.19678149956109603	0.30667246684846133	0	0	4.691145218417946	7.626213258084189	TYMP
cAMP signaling pathway	2/216	0.20608649746600977	0.3107815473981065	0	0	2.423512051155927	3.8278386665461936	ADORA2A;GLI1
VEGF signaling pathway	1/59	0.20616918985445515	0.3107815473981065	0	0	4.447828034034931	7.023379050498178	SH2D2A
Mineral absorption	1/60	0.20927428557575842	0.3107815473981065	0	0	4.3722209993396435	6.838632472205606	FTH1
Steroid hormone biosynthesis	1/61	0.21236739072203945	0.3107815473981065	0	0	4.299134199134199	6.661239870668095	HSD11B1
Arachidonic acid metabolism	1/61	0.21236739072203945	0.3107815473981065	0	0	4.299134199134199	6.661239870668095	ALOX15B
Basal cell carcinoma	1/63	0.21851781197759362	0.3159293667145932	0	0	4.160033514872224	6.326944005788914	GLI1
Acute myeloid leukemia	1/67	0.23067676696907136	0.3295382385272448	0	0	3.9071231798504527	5.7307253569817656	BCL2A1
Epithelial cell signaling in Helicobacter pylori infection	1/70	0.23967324578248453	0.33836222933997817	0	0	3.736683606248824	5.3377731613655675	CXCL8
p53 signaling pathway	1/73	0.24856585271946308	0.34320412457883975	0	0	3.5804473304473303	4.984152639470844	SERPINE1
Salmonella infection	2/249	0.25350812797128347	0.34320412457883975	0	0	2.09620711698274	2.8767495276327746	CXCL8;IL1B
Parkinson disease	2/249	0.25350812797128347	0.34320412457883975	0	0	2.09620711698274	2.8767495276327746	UCHL1;ADORA2A
Metabolism of xenobiotics by cytochrome P450	1/76	0.25735577169273355	0.34320412457883975	0	0	3.4367099567099566	4.664632078485927	HSD11B1
Arrhythmogenic right ventricular cardiomyopathy	1/77	0.26026312780562016	0.34320412457883975	0	0	3.3913192071086806	4.564926354420446	CDH2
Bacterial invasion of epithelial cells	1/77	0.26026312780562016	0.34320412457883975	0	0	3.3913192071086806	4.564926354420446	FN1
Th1 and Th2 cell differentiation	1/92	0.30254879435447696	0.3946288622014917	0	0	2.8301698301698304	3.3835040058834793	HLA-DRA
Circadian entrainment	1/97	0.31610662709453136	0.40267807051986826	0	0	2.6820887445887447	3.0888964184307746	RASD1
Prostate cancer	1/97	0.31610662709453136	0.40267807051986826	0	0	2.6820887445887447	3.0888964184307746	IL1R2
Inflammatory mediator regulation of TRP channels	1/98	0.31878680582822905	0.40267807051986826	0	0	2.65430445842817	3.0344877054794863	IL1B
C-type lectin receptor signaling pathway	1/104	0.334651499613662	0.4183143745170775	0	0	2.4989282562098096	2.735490769716012	IL1B
Drug metabolism	1/108	0.3450247558692239	0.4256241106257358	0	0	2.405024881660396	2.559281033207697	TYMP
HIF-1 signaling pathway	1/109	0.34759302367768424	0.4256241106257358	0	0	2.3826358826358827	2.5177860324094157	SERPINE1
Serotonergic synapse	1/113	0.3577670539335288	0.43365703507094405	0	0	2.2970779220779223	2.3611048153655285	ALOX15B
Neuroactive ligand-receptor interaction	2/341	0.3849439392472939	0.4619327270967527	0	0	1.5201832013662475	1.4512543973858474	C3;ADORA2A
Osteoclast differentiation	1/127	0.3921580210961478	0.46593032209443297	0	0	2.04040404040404	1.9100026453198293	IL1B
PI3K-Akt signaling pathway	2/354	0.40287634523027865	0.47339934219950475	0	0	1.4630681818181819	1.3301127383086695	FN1;LAMC2
Vascular smooth muscle contraction	1/133	0.40633443538790825	0.47339934219950475	0	0	1.9470680834317198	1.7534880939718522	ADORA2A
Apelin signaling pathway	1/137	0.41560353342423734	0.47954253856642765	0	0	1.8894194041252865	1.658954671828482	SERPINE1
Apoptosis	1/142	0.4269892153565235	0.4879876746931697	0	0	1.8219581836603114	1.5504800790707707	BCL2A1
Phospholipase D signaling pathway	1/148	0.44036327297635774	0.4985244599732352	0	0	1.7470624613481756	1.4328624887227117	CXCL8
Cushing syndrome	1/155	0.4555772521262536	0.5109277593939292	0	0	1.667060212514758	1.3106260320374805	RASD1
JAK-STAT signaling pathway	1/162	0.4703827911400593	0.5201451312756417	0	0	1.5940146809712028	1.2022193681578828	LIF
Hippo signaling pathway	1/163	0.47246516090870777	0.5201451312756417	0	0	1.5840949174282508	1.1877405372355525	SERPINE1
Wnt signaling pathway	1/166	0.47866389608016313	0.5221787957238143	0	0	1.5550570641479733	1.1456985650168554	NOTUM
Alcoholism	1/186	0.5181902128189302	0.5602056354799245	0	0	1.3855387855387855	0.9108710681708097	ADORA2A
Neutrophil extracellular trap formation	1/189	0.5238582058577641	0.5612766491333187	0	0	1.3632218844984803	0.8813696124873632	C3
Pathways of neurodegeneration	2/475	0.5560539134027018	0.5904997310471171	0	0	1.0820629798597974	0.635051967008475	UCHL1;IL1B
Rap1 signaling pathway	1/210	0.5617325004054697	0.5912973688478629	0	0	1.2249425215932392	0.7064605129079713	ADORA2A
Regulation of actin cytoskeleton	1/218	0.575364749696097	0.6003806083785359	0	0	1.1793045664013406	0.6518618868794319	FN1
Ras signaling pathway	1/232	0.5982211952465583	0.6188495123240259	0	0	1.1070444706808342	0.5687935835908712	RASGRF2
Chemical carcinogenesis	1/239	0.609189593897479	0.6210835764021847	0	0	1.0741023682200153	0.5323527807556536	HSD11B1
Calcium signaling pathway	1/240	0.6107321834621483	0.6210835764021847	0	0	1.0695538770852577	0.5273935309458792	ADORA2A
Prion disease	1/273	0.6583997808398715	0.6639325521074334	0	0	0.9382161955691367	0.3921208562295276	IL1B
Alzheimer disease	1/369	0.7666851671004221	0.7666851671004221	0	0	0.6900762281197064	0.18333878637957132	IL1B
