Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Fc epsilon RI signaling pathway	1/68	0.38871868117706626	0.7103155444095538	0	0	2.0654420206659014	1.9516348881046108	PLA2G4F
Adipocytokine signaling pathway	1/69	0.3931349138342905	0.7103155444095538	0	0	2.034965034965035	1.8998483093920275	CD36
Amphetamine addiction	1/69	0.3931349138342905	0.7103155444095538	0	0	2.034965034965035	1.8998483093920275	TH
Renin secretion	1/69	0.3931349138342905	0.7103155444095538	0	0	2.034965034965035	1.8998483093920275	AQP1
Neutrophil extracellular trap formation	2/189	0.39560099517742525	0.7103155444095538	0	0	1.4814340588988477	1.3738066354801206	VWF;AGER
Prolactin signaling pathway	1/70	0.3975194611313408	0.7103155444095538	0	0	2.005371440154049	1.8499779892385464	TH
Inositol phosphate metabolism	1/73	0.41048524010113935	0.7103155444095538	0	0	1.9215229215229215	1.7109534213850381	PIK3C2G
Pathogenic Escherichia coli infection	2/197	0.4157219473314667	0.7103155444095538	0	0	1.4200794510653665	1.24645860327929	CLDN22;TUBB3
Pertussis	1/76	0.42317388255798444	0.7103155444095538	0	0	1.8443822843822844	1.586117333092503	IL1A
Focal adhesion	2/201	0.42565809080235006	0.7103155444095538	0	0	1.3912520348219972	1.1882946001767563	VWF;ITGA10
Human papillomavirus infection	3/331	0.427080444501011	0.7103155444095538	0	0	1.2667358588479503	1.0777171934405723	VWF;WNT3A;ITGA10
Bacterial invasion of epithelial cells	1/77	0.4273428645734816	0.7103155444095538	0	0	1.8200220831799778	1.547325674518933	ARHGEF26
Leishmaniasis	1/77	0.4273428645734816	0.7103155444095538	0	0	1.8200220831799778	1.547325674518933	IL1A
Synaptic vesicle cycle	1/78	0.4314819231616124	0.7103155444095538	0	0	1.7962946144764327	1.5098389057991934	SLC1A3
Antigen processing and presentation	1/78	0.4314819231616124	0.7103155444095538	0	0	1.7962946144764327	1.5098389057991934	HSPA1L
Peroxisome	1/82	0.44774316623341126	0.7103155444095538	0	0	1.7072433739100406	1.3718306591316785	XDH
Taste transduction	1/86	0.46354242803422685	0.7103155444095538	0	0	1.6265734265734266	1.2506029502698812	P2RY1
Regulation of actin cytoskeleton	2/218	0.46687532062159515	0.7103155444095538	0	0	1.2806468440271257	0.9754597831262328	ITGA10;SPATA13
PI3K-Akt signaling pathway	3/354	0.4703768036792898	0.7103155444095538	0	0	1.1823361823361824	0.8917430089479869	VWF;ITGA10;IL6R
Gap junction	1/88	0.47127290407065275	0.7103155444095538	0	0	1.5890201752270718	1.1954483826183349	TUBB3
Bile secretion	1/90	0.4788927442254552	0.7103155444095538	0	0	1.5531547104580812	1.1435546110035522	AQP1
Th1 and Th2 cell differentiation	1/92	0.48640352128095415	0.7103155444095538	0	0	1.5188657496349804	1.0946719243085994	GATA3
Salivary secretion	1/93	0.49011849634767923	0.7103155444095538	0	0	1.502280328367285	1.0712882523503358	CD38
GnRH signaling pathway	1/93	0.49011849634767923	0.7103155444095538	0	0	1.502280328367285	1.0712882523503358	PLA2G4F
Staphylococcus aureus infection	1/95	0.4974685783362799	0.7103155444095538	0	0	1.470168129742598	1.0265050307803938	CFB
Fc gamma R-mediated phagocytosis	1/97	0.5047134318214794	0.7103155444095538	0	0	1.4393939393939394	0.9842064377092156	PLA2G4F
Phosphatidylinositol signaling system	1/97	0.5047134318214794	0.7103155444095538	0	0	1.4393939393939394	0.9842064377092156	PIK3C2G
Choline metabolism in cancer	1/98	0.5082968662074447	0.7103155444095538	0	0	1.4244827337610844	0.9639326795067453	PLA2G4F
Glycerophospholipid metabolism	1/98	0.5082968662074447	0.7103155444095538	0	0	1.4244827337610844	0.9639326795067453	PLA2G4F
Inflammatory mediator regulation of TRP channels	1/98	0.5082968662074447	0.7103155444095538	0	0	1.4244827337610844	0.9639326795067453	PLA2G4F
Chemical carcinogenesis	2/239	0.5153134267750277	0.7103155444095538	0	0	1.1659238129197125	0.7729841318977738	GSTM1;PAQR5
Calcium signaling pathway	2/240	0.5175474101500468	0.7103155444095538	0	0	1.1609657947686116	0.764674932024783	CD38;SLC8A2
Melanogenesis	1/101	0.5188934165721454	0.7103155444095538	0	0	1.3815384615384616	0.9063676744755231	WNT3A
Amoebiasis	1/102	0.5223749571830109	0.7103155444095538	0	0	1.3677906252163679	0.8882017061384131	ARG2
Longevity regulating pathway	1/102	0.5223749571830109	0.7103155444095538	0	0	1.3677906252163679	0.8882017061384131	HSPA1L
Pancreatic secretion	1/102	0.5223749571830109	0.7103155444095538	0	0	1.3677906252163679	0.8882017061384131	CD38
Toll-like receptor signaling pathway	1/104	0.529263154909483	0.7103155444095538	0	0	1.341095797406477	0.8532983705980475	CXCL11
NF-kappa B signaling pathway	1/104	0.529263154909483	0.7103155444095538	0	0	1.341095797406477	0.8532983705980475	LTB
Parathyroid hormone synthesis, secretion and action	1/106	0.5360526923398792	0.7103155444095538	0	0	1.3154179154179155	0.820193083020888	GATA3
Glucagon signaling pathway	1/107	0.5394109027182467	0.7103155444095538	0	0	1.3029423406781897	0.8042771937006651	GCGR
Insulin resistance	1/108	0.5427449727597176	0.7103155444095538	0	0	1.2906999542513562	0.788767048367952	CD36
HIF-1 signaling pathway	1/109	0.5460550747648445	0.7103155444095538	0	0	1.2786842786842787	0.7736493036295851	IL6R
Toxoplasmosis	1/112	0.5558432773909893	0.7172171321174055	0	0	1.243936243936244	0.7305250692259913	HSPA1L
Leukocyte transendothelial migration	1/114	0.5622520103440035	0.7196825732403245	0	0	1.2217959032118324	0.703516327641536	CLDN22
AMPK signaling pathway	1/120	0.5809323851210152	0.7376919176139876	0	0	1.1598401598401598	0.6299334379990713	CD36
Purine metabolism	1/129	0.6074786743083683	0.7615192571087075	0	0	1.0777972027972027	0.5372153067837232	XDH
Natural killer cell mediated cytotoxicity	1/131	0.6131471855975835	0.7615192571087075	0	0	1.0611081226465842	0.5190413192337063	MICB
Dopaminergic synapse	1/132	0.6159508808405377	0.7615192571087075	0	0	1.0529546789088773	0.5102492625123787	TH
Vascular smooth muscle contraction	1/133	0.6187343964008248	0.7615192571087075	0	0	1.0449247721974995	0.5016466313042727	PLA2G4F
Apelin signaling pathway	1/137	0.6296695317398413	0.7690620234990428	0	0	1.013986013986014	0.4690295227439105	SLC8A2
Huntington disease	2/306	0.6495158433199992	0.7769657708796274	0	0	0.9058561897702001	0.39090235521229844	TUBB3;SLC1A3
Breast cancer	1/147	0.6556636925113501	0.7769657708796274	0	0	0.9440559440559441	0.39849289176374236	WNT3A
Phospholipase D signaling pathway	1/148	0.6581612613965017	0.7769657708796274	0	0	0.937586223300509	0.3921972860135832	PLA2G4F
Gastric cancer	1/149	0.6606408394871696	0.7769657708796274	0	0	0.9312039312039312	0.38602588349429495	WNT3A
Spliceosome	1/150	0.6631025555728509	0.7769657708796274	0	0	0.924907307457643	0.37997561491806003	HSPA1L
mTOR signaling pathway	1/154	0.672773340897571	0.7769657708796274	0	0	0.9005439005439005	0.356927688935736	WNT3A
Cushing syndrome	1/155	0.6751476451894585	0.7769657708796274	0	0	0.8946508037417128	0.3514401985522938	WNT3A
Cellular senescence	1/156	0.6775048405904793	0.7769657708796274	0	0	0.888833746898263	0.34605727018075433	IL1A
Hepatitis C	1/157	0.679845049519674	0.7769657708796274	0	0	0.8830912677066524	0.34077642057053353	CLDN22
JAK-STAT signaling pathway	1/162	0.6912955215421526	0.7790585448715274	0	0	0.8554488989271598	0.31582136062280136	IL6R
Hippo signaling pathway	1/163	0.6935363343326001	0.7790585448715274	0	0	0.8501251834585168	0.31110471181362426	WNT3A
Wnt signaling pathway	1/166	0.7001623136638775	0.7790585448715274	0	0	0.8345412163593982	0.29746645335926203	WNT3A
cGMP-PKG signaling pathway	1/167	0.7023392030902376	0.7790585448715274	0	0	0.8294717330861909	0.2930845437935516	SLC8A2
Tight junction	1/169	0.7066460067980235	0.7790585448715274	0	0	0.8195138195138195	0.28455604334995627	CLDN22
Protein processing in endoplasmic reticulum	1/171	0.7108909221952687	0.7790585448715274	0	0	0.8097902097902098	0.27632979519163003	HSPA1L
Tuberculosis	1/180	0.7292505630717936	0.7937421094658978	0	0	0.7687228972145174	0.24271495179561944	IL1A
Pathways in cancer	3/531	0.7397860616195832	0.7955352747488839	0	0	0.7788523533204385	0.234741613492658	GSTM1;WNT3A;IL6R
Alcoholism	1/186	0.7408422246098981	0.7955352747488839	0	0	0.7435645435645436	0.22304527054538517	TH
Chemokine signaling pathway	1/192	0.7519409053328604	0.7986693848143982	0	0	0.7199868194632593	0.20526647210832602	CXCL11
Kaposi sarcoma-associated herpesvirus infection	1/193	0.7537442319185882	0.7986693848143982	0	0	0.7162004662004662	0.20247143560618153	MICB
Proteoglycans in cancer	1/205	0.7743948623509975	0.8151524866852605	0	0	0.6736596736596736	0.17223684398448585	WNT3A
Rap1 signaling pathway	1/210	0.7824829845381844	0.8182828596477746	0	0	0.6573761167062603	0.16124325295717226	P2RY1
Human cytomegalovirus infection	1/225	0.8050595856609084	0.8364255435438008	0	0	0.6128871128871128	0.13289781938506767	IL6R
Ras signaling pathway	1/232	0.8147832728701266	0.8410666042530339	0	0	0.5941028668301396	0.12169194616864766	PLA2G4F
Endocytosis	1/252	0.8399903322135525	0.8615285458600537	0	0	0.5462067812665422	0.09523928887253706	HSPA1L
MicroRNAs in cancer	1/310	0.8953997762703042	0.9125093261353419	0	0	0.442369927806821	0.048875233971560704	WNT3A
Amyotrophic lateral sclerosis	1/364	0.929666660933292	0.9414345933501691	0	0	0.3755225490762681	0.027386553900084234	TUBB3
Olfactory transduction	1/440	0.9598430174944406	0.9658797660321414	0	0	0.30930117718272615	0.01267687308936331	SLC8A2
Herpes simplex virus 1 infection	1/498	0.973855850322384	0.973855850322384	0	0	0.27238958224873716	0.007216140429627294	POU2F2
