Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
transsulfuration (GO:0019346)	1/5	0.011943612841183377	0.11388156393176652	0	0	106.1063829787234	469.7922320558719	CBSL
regulation of NK T cell proliferation (GO:0051140)	1/5	0.011943612841183377	0.11388156393176652	0	0	106.1063829787234	469.7922320558719	IL23A
regulation of protein kinase C activity (GO:1900019)	1/5	0.011943612841183377	0.11388156393176652	0	0	106.1063829787234	469.7922320558719	CEMIP
extrinsic apoptotic signaling pathway (GO:0097191)	2/72	0.012955515748444252	0.11388156393176652	0	0	12.349068322981367	53.6719363531959	DAXX;IFI27
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)	2/73	0.01330025983053789	0.11388156393176652	0	0	12.174525413349663	52.59360534174025	HLA-B;PSMB9
positive regulation of JNK cascade (GO:0046330)	2/73	0.01330025983053789	0.11388156393176652	0	0	12.174525413349663	52.59360534174025	SH3RF3;MMP8
positive regulation of immune response (GO:0050778)	2/75	0.014001671547079167	0.11388156393176652	0	0	11.839785586658726	50.53905491345373	IL23A;HLA-DRA
regulation of T-helper 17 cell lineage commitment (GO:2000328)	1/6	0.014315528554342706	0.11388156393176652	0	0	84.88085106382978	360.4389302463305	IL23A
regulation of T-helper cell differentiation (GO:0045622)	1/6	0.014315528554342706	0.11388156393176652	0	0	84.88085106382978	360.4389302463305	HLA-DRA
hydrogen sulfide metabolic process (GO:0070813)	1/6	0.014315528554342706	0.11388156393176652	0	0	84.88085106382978	360.4389302463305	CBSL
positive regulation of microglial cell activation (GO:1903980)	1/6	0.014315528554342706	0.11388156393176652	0	0	84.88085106382978	360.4389302463305	MMP8
cellular response to salt (GO:1902075)	1/6	0.014315528554342706	0.11388156393176652	0	0	84.88085106382978	360.4389302463305	DAXX
tyrosine catabolic process (GO:0006572)	1/6	0.014315528554342706	0.11388156393176652	0	0	84.88085106382978	360.4389302463305	HGD
peptide antigen assembly with MHC protein complex (GO:0002501)	1/6	0.014315528554342706	0.11388156393176652	0	0	84.88085106382978	360.4389302463305	HLA-DRA
regulation of NK T cell activation (GO:0051133)	1/6	0.014315528554342706	0.11388156393176652	0	0	84.88085106382978	360.4389302463305	IL23A
protection from natural killer cell mediated cytotoxicity (GO:0042270)	1/6	0.014315528554342706	0.11388156393176652	0	0	84.88085106382978	360.4389302463305	HLA-B
positive regulation of tumor necrosis factor production (GO:0032760)	2/77	0.014718846624582454	0.11388156393176652	0	0	11.522898550724637	48.610805448611096	IL23A;MMP8
antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)	2/78	0.015083295173401267	0.11388156393176652	0	0	11.37070938215103	47.690658917592486	HLA-B;PSMB9
regulation of NIK/NF-kappaB signaling (GO:1901222)	2/80	0.015823814408377226	0.11388156393176652	0	0	11.07803790412486	45.93219537898117	IL23A;MMP8
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	2/81	0.01619984534719347	0.11388156393176652	0	0	10.93725921849202	45.091624634069476	IL23A;MMP8
positive regulation of activation of Janus kinase activity (GO:0010536)	1/7	0.01668186971656736	0.11388156393176652	0	0	70.73049645390071	289.53053379202834	IL23A
regulation of T cell tolerance induction (GO:0002664)	1/7	0.01668186971656736	0.11388156393176652	0	0	70.73049645390071	289.53053379202834	HLA-B
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484)	1/7	0.01668186971656736	0.11388156393176652	0	0	70.73049645390071	289.53053379202834	HLA-B
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)	1/7	0.01668186971656736	0.11388156393176652	0	0	70.73049645390071	289.53053379202834	HLA-B
arginine catabolic process (GO:0006527)	1/7	0.01668186971656736	0.11388156393176652	0	0	70.73049645390071	289.53053379202834	ARG2
hyaluronan biosynthetic process (GO:0030213)	1/7	0.01668186971656736	0.11388156393176652	0	0	70.73049645390071	289.53053379202834	CEMIP
regulation of entry of bacterium into host cell (GO:2000535)	1/7	0.01668186971656736	0.11388156393176652	0	0	70.73049645390071	289.53053379202834	CXCL8
positive regulation of NK T cell activation (GO:0051135)	1/7	0.01668186971656736	0.11388156393176652	0	0	70.73049645390071	289.53053379202834	IL23A
lipid hydroxylation (GO:0002933)	1/7	0.01668186971656736	0.11388156393176652	0	0	70.73049645390071	289.53053379202834	CYP2C8
positive regulation of T-helper 17 cell differentiation (GO:2000321)	1/7	0.01668186971656736	0.11388156393176652	0	0	70.73049645390071	289.53053379202834	IL23A
regulation of natural killer cell proliferation (GO:0032817)	1/7	0.01668186971656736	0.11388156393176652	0	0	70.73049645390071	289.53053379202834	IL23A
xenobiotic catabolic process (GO:0042178)	1/7	0.01668186971656736	0.11388156393176652	0	0	70.73049645390071	289.53053379202834	GSTM1
positive regulation of apoptotic cell clearance (GO:2000427)	1/8	0.019042648937520508	0.1178033760581569	0	0	60.62310030395137	240.13259456270143	C2
positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372)	1/8	0.019042648937520508	0.1178033760581569	0	0	60.62310030395137	240.13259456270143	HLA-DRA
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)	1/8	0.019042648937520508	0.1178033760581569	0	0	60.62310030395137	240.13259456270143	HLA-B
regulation of activation of Janus kinase activity (GO:0010533)	1/8	0.019042648937520508	0.1178033760581569	0	0	60.62310030395137	240.13259456270143	IL23A
regulation of apoptotic cell clearance (GO:2000425)	1/8	0.019042648937520508	0.1178033760581569	0	0	60.62310030395137	240.13259456270143	C2
regulation of CD4-positive, alpha-beta T cell activation (GO:2000514)	1/8	0.019042648937520508	0.1178033760581569	0	0	60.62310030395137	240.13259456270143	HLA-DRA
cysteine metabolic process (GO:0006534)	1/8	0.019042648937520508	0.1178033760581569	0	0	60.62310030395137	240.13259456270143	CBSL
positive regulation of inflammatory response (GO:0050729)	2/89	0.01934400890521182	0.1178033760581569	0	0	9.927536231884059	39.16782868772949	IL23A;MMP8
second-messenger-mediated signaling (GO:0019932)	2/89	0.01934400890521182	0.1178033760581569	0	0	9.927536231884059	39.16782868772949	SAMD14;CXCL8
estrogen biosynthetic process (GO:0006703)	1/9	0.021397878854313653	0.1178033760581569	0	0	53.04255319148936	203.9201586743584	HSD17B14
regulation of T-helper 1 type immune response (GO:0002825)	1/9	0.021397878854313653	0.1178033760581569	0	0	53.04255319148936	203.9201586743584	IL23A
regulation of cell adhesion molecule production (GO:0060353)	1/9	0.021397878854313653	0.1178033760581569	0	0	53.04255319148936	203.9201586743584	CXCL8
hepoxilin biosynthetic process (GO:0051122)	1/9	0.021397878854313653	0.1178033760581569	0	0	53.04255319148936	203.9201586743584	GSTM1
hepoxilin metabolic process (GO:0051121)	1/9	0.021397878854313653	0.1178033760581569	0	0	53.04255319148936	203.9201586743584	GSTM1
interleukin-23-mediated signaling pathway (GO:0038155)	1/9	0.021397878854313653	0.1178033760581569	0	0	53.04255319148936	203.9201586743584	IL23A
regulation of ER to Golgi vesicle-mediated transport (GO:0060628)	1/9	0.021397878854313653	0.1178033760581569	0	0	53.04255319148936	203.9201586743584	GAS1
L-phenylalanine metabolic process (GO:0006558)	1/9	0.021397878854313653	0.1178033760581569	0	0	53.04255319148936	203.9201586743584	HGD
ornithine metabolic process (GO:0006591)	1/9	0.021397878854313653	0.1178033760581569	0	0	53.04255319148936	203.9201586743584	ARG2
positive regulation of stress-activated MAPK cascade (GO:0032874)	2/99	0.023602999269332906	0.1193253176606927	0	0	8.899596593455849	33.3412839225343	SH3RF3;MMP8
regulation of T-helper 17 type immune response (GO:2000316)	1/10	0.0237475721230066	0.1193253176606927	0	0	47.146572104018915	176.3411440394006	IL23A
apical protein localization (GO:0045176)	1/10	0.0237475721230066	0.1193253176606927	0	0	47.146572104018915	176.3411440394006	INSC
granulocyte activation (GO:0036230)	1/10	0.0237475721230066	0.1193253176606927	0	0	47.146572104018915	176.3411440394006	CXCL8
positive regulation of tissue remodeling (GO:0034105)	1/10	0.0237475721230066	0.1193253176606927	0	0	47.146572104018915	176.3411440394006	IL23A
omega-hydroxylase P450 pathway (GO:0097267)	1/10	0.0237475721230066	0.1193253176606927	0	0	47.146572104018915	176.3411440394006	CYP2C8
urea cycle (GO:0000050)	1/10	0.0237475721230066	0.1193253176606927	0	0	47.146572104018915	176.3411440394006	ARG2
calcium-mediated signaling (GO:0019722)	2/102	0.024949348712210842	0.1193253176606927	0	0	8.631304347826086	31.85734647733977	SAMD14;CXCL8
glucocorticoid biosynthetic process (GO:0006704)	1/11	0.026091741385155156	0.1193253176606927	0	0	42.42978723404255	154.70479323760136	HSD11B1
glucocorticoid metabolic process (GO:0008211)	1/11	0.026091741385155156	0.1193253176606927	0	0	42.42978723404255	154.70479323760136	HSD11B1
positive regulation of histone exchange (GO:1900051)	1/11	0.026091741385155156	0.1193253176606927	0	0	42.42978723404255	154.70479323760136	DAXX
induction of positive chemotaxis (GO:0050930)	1/11	0.026091741385155156	0.1193253176606927	0	0	42.42978723404255	154.70479323760136	CXCL8
negative regulation of protein maturation (GO:1903318)	1/11	0.026091741385155156	0.1193253176606927	0	0	42.42978723404255	154.70479323760136	GAS1
regulation of histone exchange (GO:1900049)	1/11	0.026091741385155156	0.1193253176606927	0	0	42.42978723404255	154.70479323760136	DAXX
PERK-mediated unfolded protein response (GO:0036499)	1/11	0.026091741385155156	0.1193253176606927	0	0	42.42978723404255	154.70479323760136	CXCL8
regulation of JNK cascade (GO:0046328)	2/105	0.02632649409560189	0.1193253176606927	0	0	8.37864077669903	30.474620192738882	SH3RF3;MMP8
neutrophil degranulation (GO:0043312)	4/481	0.027964626517345978	0.1193253176606927	0	0	3.7116447493805986	13.275866265948286	HLA-B;MCEMP1;MMP8;OSCAR
positive regulation of cellular senescence (GO:2000774)	1/12	0.02843039928954076	0.1193253176606927	0	0	38.57059961315281	137.3227634294791	ARG2
regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)	1/12	0.02843039928954076	0.1193253176606927	0	0	38.57059961315281	137.3227634294791	HLA-DRA
homocysteine metabolic process (GO:0050667)	1/12	0.02843039928954076	0.1193253176606927	0	0	38.57059961315281	137.3227634294791	CBSL
regulation of dendritic cell differentiation (GO:2001198)	1/12	0.02843039928954076	0.1193253176606927	0	0	38.57059961315281	137.3227634294791	HLA-B
positive regulation of neuroinflammatory response (GO:0150078)	1/12	0.02843039928954076	0.1193253176606927	0	0	38.57059961315281	137.3227634294791	MMP8
positive regulation of T-helper 1 type immune response (GO:0002827)	1/12	0.02843039928954076	0.1193253176606927	0	0	38.57059961315281	137.3227634294791	IL23A
positive regulation of T-helper 17 type immune response (GO:2000318)	1/12	0.02843039928954076	0.1193253176606927	0	0	38.57059961315281	137.3227634294791	IL23A
tyrosine metabolic process (GO:0006570)	1/12	0.02843039928954076	0.1193253176606927	0	0	38.57059961315281	137.3227634294791	HGD
regulation of natural killer cell activation (GO:0032814)	1/12	0.02843039928954076	0.1193253176606927	0	0	38.57059961315281	137.3227634294791	IL23A
modulation by host of viral process (GO:0044788)	1/12	0.02843039928954076	0.1193253176606927	0	0	38.57059961315281	137.3227634294791	IFI27
regulation of interleukin-6 production (GO:0032675)	2/110	0.028688837594151532	0.1193253176606927	0	0	7.988727858293076	28.36994716569154	HLA-B;MMP8
neutrophil activation involved in immune response (GO:0002283)	4/485	0.02871055284809891	0.1193253176606927	0	0	3.68002268002268	13.065885670984047	HLA-B;MCEMP1;MMP8;OSCAR
neutrophil mediated immunity (GO:0002446)	4/488	0.029277786800016758	0.1193253176606927	0	0	3.656649135987979	12.91135816598164	HLA-B;MCEMP1;MMP8;OSCAR
sulfur compound biosynthetic process (GO:0044272)	2/113	0.030145713774935485	0.1193253176606927	0	0	7.771641206423815	27.21405338550327	GSTM1;CBSL
positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)	1/13	0.030763558459397336	0.1193253176606927	0	0	35.354609929078016	123.08440365356886	IL23A
positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	1/13	0.030763558459397336	0.1193253176606927	0	0	35.354609929078016	123.08440365356886	HLA-DRA
positive regulation of cell aging (GO:0090343)	1/13	0.030763558459397336	0.1193253176606927	0	0	35.354609929078016	123.08440365356886	ARG2
carboxylic acid biosynthetic process (GO:0046394)	1/13	0.030763558459397336	0.1193253176606927	0	0	35.354609929078016	123.08440365356886	CYP2C8
negative regulation of viral release from host cell (GO:1902187)	1/13	0.030763558459397336	0.1193253176606927	0	0	35.354609929078016	123.08440365356886	TRIM26
lymphocyte mediated immunity (GO:0002449)	1/13	0.030763558459397336	0.1193253176606927	0	0	35.354609929078016	123.08440365356886	GNL1
positive regulation of reactive oxygen species biosynthetic process (GO:1903428)	1/13	0.030763558459397336	0.1193253176606927	0	0	35.354609929078016	123.08440365356886	MMP8
regulation of nucleocytoplasmic transport (GO:0046822)	1/13	0.030763558459397336	0.1193253176606927	0	0	35.354609929078016	123.08440365356886	IFI27
antigen processing and presentation of endogenous peptide antigen (GO:0002483)	1/14	0.03309123150218267	0.12168910520282167	0	0	32.633387888707034	111.23047645903023	HLA-DRA
positive regulation of granulocyte macrophage colony-stimulating factor production (GO:0032725)	1/14	0.03309123150218267	0.12168910520282167	0	0	32.633387888707034	111.23047645903023	IL23A
positive regulation of regulatory T cell differentiation (GO:0045591)	1/14	0.03309123150218267	0.12168910520282167	0	0	32.633387888707034	111.23047645903023	HLA-DRA
detection of bacterium (GO:0016045)	1/14	0.03309123150218267	0.12168910520282167	0	0	32.633387888707034	111.23047645903023	HLA-B
androgen receptor signaling pathway (GO:0030521)	1/15	0.0354134310062899	0.12168910520282167	0	0	30.300911854103344	101.22516915069231	DAXX
positive regulation of chromatin organization (GO:1905269)	1/15	0.0354134310062899	0.12168910520282167	0	0	30.300911854103344	101.22516915069231	DAXX
histone H4-K5 acetylation (GO:0043981)	1/15	0.0354134310062899	0.12168910520282167	0	0	30.300911854103344	101.22516915069231	KANSL1
histone H4-K8 acetylation (GO:0043982)	1/15	0.0354134310062899	0.12168910520282167	0	0	30.300911854103344	101.22516915069231	KANSL1
icosanoid biosynthetic process (GO:0046456)	1/15	0.0354134310062899	0.12168910520282167	0	0	30.300911854103344	101.22516915069231	CYP2C8
integrated stress response signaling (GO:0140467)	1/15	0.0354134310062899	0.12168910520282167	0	0	30.300911854103344	101.22516915069231	CXCL8
negative regulation of protein processing (GO:0010955)	1/15	0.0354134310062899	0.12168910520282167	0	0	30.300911854103344	101.22516915069231	GAS1
cellular response to arsenic-containing substance (GO:0071243)	1/15	0.0354134310062899	0.12168910520282167	0	0	30.300911854103344	101.22516915069231	DAXX
positive regulation of natural killer cell activation (GO:0032816)	1/15	0.0354134310062899	0.12168910520282167	0	0	30.300911854103344	101.22516915069231	IL23A
positive regulation of osteoclast differentiation (GO:0045672)	1/15	0.0354134310062899	0.12168910520282167	0	0	30.300911854103344	101.22516915069231	IL23A
nitric oxide biosynthetic process (GO:0006809)	1/15	0.0354134310062899	0.12168910520282167	0	0	30.300911854103344	101.22516915069231	ARG2
regulation of microglial cell activation (GO:1903978)	1/15	0.0354134310062899	0.12168910520282167	0	0	30.300911854103344	101.22516915069231	MMP8
modulation by host of viral genome replication (GO:0044827)	1/15	0.0354134310062899	0.12168910520282167	0	0	30.300911854103344	101.22516915069231	IFI27
defense response to symbiont (GO:0140546)	2/124	0.03573226644999248	0.12196613614930767	0	0	7.066999287241625	23.54512983799638	IFI27;RNASE1
positive regulation of alpha-beta T cell proliferation (GO:0046641)	1/16	0.037730169536142964	0.12226485318041264	0	0	28.279432624113475	92.68005025728142	IL23A
filopodium assembly (GO:0046847)	1/16	0.037730169536142964	0.12226485318041264	0	0	28.279432624113475	92.68005025728142	SPATA13
aromatic amino acid family catabolic process (GO:0009074)	1/16	0.037730169536142964	0.12226485318041264	0	0	28.279432624113475	92.68005025728142	HGD
negative regulation of natural killer cell mediated cytotoxicity (GO:0045953)	1/16	0.037730169536142964	0.12226485318041264	0	0	28.279432624113475	92.68005025728142	HLA-B
regulation of granulocyte macrophage colony-stimulating factor production (GO:0032645)	1/16	0.037730169536142964	0.12226485318041264	0	0	28.279432624113475	92.68005025728142	IL23A
T cell mediated immunity (GO:0002456)	1/16	0.037730169536142964	0.12226485318041264	0	0	28.279432624113475	92.68005025728142	GNL1
neutrophil activation (GO:0042119)	1/16	0.037730169536142964	0.12226485318041264	0	0	28.279432624113475	92.68005025728142	CXCL8
nitric oxide metabolic process (GO:0046209)	1/16	0.037730169536142964	0.12226485318041264	0	0	28.279432624113475	92.68005025728142	ARG2
positive regulation of macrophage activation (GO:0043032)	1/17	0.0400414596344939	0.12733681573205513	0	0	26.51063829787234	85.306988915029	MMP8
positive regulation of positive chemotaxis (GO:0050927)	1/17	0.0400414596344939	0.12733681573205513	0	0	26.51063829787234	85.306988915029	CXCL8
negative regulation of viral entry into host cell (GO:0046597)	1/17	0.0400414596344939	0.12733681573205513	0	0	26.51063829787234	85.306988915029	TRIM26
defense response to virus (GO:0051607)	2/133	0.04057720615687149	0.12824400958221113	0	0	6.578493196150016	21.081102442927243	IFI27;RNASE1
regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091)	1/18	0.042347313814152854	0.13140499801725006	0	0	24.94993742177722	78.88796682594588	CXCL8
hyaluronan catabolic process (GO:0030214)	1/18	0.042347313814152854	0.13140499801725006	0	0	24.94993742177722	78.88796682594588	CEMIP
prostanoid metabolic process (GO:0006692)	1/18	0.042347313814152854	0.13140499801725006	0	0	24.94993742177722	78.88796682594588	GSTM1
epoxygenase P450 pathway (GO:0019373)	1/19	0.04464774457519721	0.13352608535894275	0	0	23.562647754137117	73.25512875801161	CYP2C8
histone H4-K16 acetylation (GO:0043984)	1/19	0.04464774457519721	0.13352608535894275	0	0	23.562647754137117	73.25512875801161	KANSL1
cellular response to copper ion (GO:0071280)	1/19	0.04464774457519721	0.13352608535894275	0	0	23.562647754137117	73.25512875801161	DAXX
positive regulation of neutrophil chemotaxis (GO:0090023)	1/19	0.04464774457519721	0.13352608535894275	0	0	23.562647754137117	73.25512875801161	CXCL8
regulation of neuroinflammatory response (GO:0150077)	1/19	0.04464774457519721	0.13352608535894275	0	0	23.562647754137117	73.25512875801161	MMP8
protein-DNA complex assembly (GO:0065004)	2/143	0.04623397540780079	0.13352608535894275	0	0	6.108849830403947	18.778850887430348	DAXX;PSMB9
neuron development (GO:0048666)	2/143	0.04623397540780079	0.13352608535894275	0	0	6.108849830403947	18.778850887430348	SAMD14;PBX2
positive regulation of activated T cell proliferation (GO:0042104)	1/20	0.046942764384003306	0.13352608535894275	0	0	22.32138857782755	68.27724816722397	IL23A
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)	1/20	0.046942764384003306	0.13352608535894275	0	0	22.32138857782755	68.27724816722397	GNL1
regulation of tissue remodeling (GO:0034103)	1/20	0.046942764384003306	0.13352608535894275	0	0	22.32138857782755	68.27724816722397	IL23A
cellular response to nitrogen compound (GO:1901699)	1/20	0.046942764384003306	0.13352608535894275	0	0	22.32138857782755	68.27724816722397	DAXX
negative regulation of viral life cycle (GO:1903901)	1/20	0.046942764384003306	0.13352608535894275	0	0	22.32138857782755	68.27724816722397	TRIM26
modulation by symbiont of entry into host (GO:0052372)	1/20	0.046942764384003306	0.13352608535894275	0	0	22.32138857782755	68.27724816722397	CXCL8
embryonic digestive tract development (GO:0048566)	1/20	0.046942764384003306	0.13352608535894275	0	0	22.32138857782755	68.27724816722397	CXCL8
regulation of protein modification by small protein conjugation or removal (GO:1903320)	1/20	0.046942764384003306	0.13352608535894275	0	0	22.32138857782755	68.27724816722397	DAXX
positive regulation of intracellular protein transport (GO:0090316)	2/148	0.049165472260471334	0.1348497846714871	0	0	5.89815366289458	17.76856353440523	CEMIP;HSPA1L
exogenous drug catabolic process (GO:0042738)	1/22	0.05151662087178671	0.1348497846714871	0	0	20.193515704154002	59.890954463772765	CYP2C8
negative regulation of DNA recombination at telomere (GO:0048239)	1/22	0.05151662087178671	0.1348497846714871	0	0	20.193515704154002	59.890954463772765	DAXX
glutathione derivative biosynthetic process (GO:1901687)	1/22	0.05151662087178671	0.1348497846714871	0	0	20.193515704154002	59.890954463772765	GSTM1
glutathione derivative metabolic process (GO:1901685)	1/22	0.05151662087178671	0.1348497846714871	0	0	20.193515704154002	59.890954463772765	GSTM1
regulation of viral release from host cell (GO:1902186)	1/22	0.05151662087178671	0.1348497846714871	0	0	20.193515704154002	59.890954463772765	TRIM26
positive regulation of granulocyte chemotaxis (GO:0071624)	1/22	0.05151662087178671	0.1348497846714871	0	0	20.193515704154002	59.890954463772765	CXCL8
regulation of DNA recombination at telomere (GO:0072695)	1/22	0.05151662087178671	0.1348497846714871	0	0	20.193515704154002	59.890954463772765	DAXX
positive regulation of neutrophil migration (GO:1902624)	1/22	0.05151662087178671	0.1348497846714871	0	0	20.193515704154002	59.890954463772765	CXCL8
